"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Type de structure";"Type de travaux";"Désaisonnalisation";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2022-07";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5699465703";"";"";"";"0"
"2022-08";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5777175528";"";"";"";"0"
"2022-09";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5895181192";"";"";"";"0"
"2022-10";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5927056540";"";"";"";"0"
"2022-11";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5923370373";"";"";"";"0"
"2022-12";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5892663051";"";"";"";"0"
"2023-01";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5787087048";"";"";"";"0"
"2023-02";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5668235044";"";"";"";"0"
"2023-03";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5586351130";"";"";"";"0"
"2023-04";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5744003928";"";"";"";"0"
"2023-05";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5758900343";"";"";"";"0"
"2023-06";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"5851202700";"";"";"";"0"
"2023-07";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"6033351119";"";"";"";"0"
"2023-08";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"6103192802";"";"";"";"0"
"2023-09";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"6220601503";"";"";"";"0"
"2023-10";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"6209024949";"";"";"";"0"
"2023-11";"Canada";"2021A000011124";"Non résidentiel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155095";"1.13.1.1";"6209213603";"";"";"";"0"
"2017-01";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"618357994";"";"";"";"0"
"2017-02";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"583381826";"";"";"";"0"
"2017-03";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"561614854";"";"";"";"0"
"2017-04";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"562667819";"";"";"";"0"
"2017-05";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"581093845";"";"";"";"0"
"2017-06";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"644823597";"";"";"";"0"
"2017-07";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"699920919";"";"";"";"0"
"2017-08";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"735435950";"";"";"";"0"
"2017-09";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"759159660";"";"";"";"0"
"2017-10";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"795746731";"";"";"";"0"
"2017-11";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"821166274";"";"";"";"0"
"2017-12";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"827232232";"";"";"";"0"
"2018-01";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"805781064";"";"";"";"0"
"2018-02";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"778579377";"";"";"";"0"
"2018-03";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"753299645";"";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"773530159";"";"";"";"0"
"2018-05";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"789974363";"";"";"";"0"
"2018-06";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"823140429";"";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"868744211";"";"";"";"0"
"2018-08";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"905199168";"";"";"";"0"
"2018-09";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"932784669";"";"";"";"0"
"2018-10";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"942777739";"";"";"";"0"
"2018-11";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"936586613";"";"";"";"0"
"2018-12";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"918809717";"";"";"";"0"
"2019-01";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"878010176";"";"";"";"0"
"2019-02";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"834132935";"";"";"";"0"
"2019-03";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"798473617";"";"";"";"0"
"2019-04";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"777706995";"";"";"";"0"
"2019-05";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"801976217";"";"";"";"0"
"2019-06";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"836185394";"";"";"";"0"
"2019-07";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"875104316";"";"";"";"0"
"2019-08";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"906322580";"";"";"";"0"
"2019-09";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"929561128";"";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"942794253";"";"";"";"0"
"2019-11";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"954606859";"";"";"";"0"
"2019-12";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"954880924";"";"";"";"0"
"2020-01";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"929742424";"";"";"";"0"
"2020-02";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"893482002";"";"";"";"0"
"2020-03";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"822446686";"";"";"";"0"
"2020-04";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"716312854";"";"";"";"0"
"2020-05";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"816884744";"";"";"";"0"
"2020-06";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"868470823";"";"";"";"0"
"2020-07";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"887352173";"";"";"";"0"
"2020-08";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"885771832";"";"";"";"0"
"2020-09";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"867731249";"";"";"";"0"
"2020-10";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"863765440";"";"";"";"0"
"2020-11";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"872628508";"";"";"";"0"
"2020-12";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"863627135";"";"";"";"0"
"2021-01";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"829732264";"";"";"";"0"
"2021-02";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"795029547";"";"";"";"0"
"2021-03";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"762729110";"";"";"";"0"
"2021-04";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"771275250";"";"";"";"0"
"2021-05";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"791125977";"";"";"";"0"
"2021-06";"Canada";"2021A000011124";"Industriel, total";"Types de travaux, total";"Non désaisonnalisé - courant";"Dollars";"81";"unités";"0";"v1579155115";"1.14.1.1";"815402160";"";"";"";"0"
